用户名,推荐,游戏时长,评论,政治敏感,评论长度,情感得分
Seto,Recommended,17.3,"
					首发入手，为了这个IP,也是为了哈利波特带给我对巫师世界的幻想。算半个收集类游戏吧，挺好玩的。可以在游戏里补全在电影中没看到的霍格沃兹的全貌，画面音乐也是一流的。最重要的是可以学习黑魔法，白天好学生晚上用黑魔法是森林开无双真爽",0,119,0.9999999999999012
YEKINDAR,Recommended,37.9,"
					太好玩了",0,10,0.6214538539264906
Xiaolong Chen,Recommended,100.5,"
					很酷的游戏，我想，是19世纪晚期，与古老时代《艾尔登法环》能混为一谈，这俩都是非常酷炫的游戏，哈利波特与神奇动物园混合，酷炫的打击，我相信，不少人都很喜欢黑魔法技能，因为每一次释放的时候，都会有镜头特写，太酷了，我最喜欢这一刻，还有我最期待的是不用魔杖就能使用魔法，在支线任务一个姑娘说的话，结果没看到天空之城，期待也就凉凉了，但总之还是一个很好的游戏。",0,183,1.0
Azheng,Recommended,19.9,"
					这个游戏可玩性和还原度还是很高的但是这个价格有点不友好，对配置要求还可以优化也还行就是总是闪退不知道什么原因 
",0,62,0.9741024635560166
Frivolous,Recommended,33.5,"
					好好好",0,9,0.6931978425614437
韩立,Recommended,48.5,"
					英式原神，高雅",0,13,0.9043638292357026
http,Recommended,42.7,"
					游戏整体感觉非常不错既能感觉魔法世界的奇妙又能脱离哈利波特的感觉",0,38,0.9999997838957683
诺亚,Recommended,112.8,"
					动画很好，喜欢",0,13,0.9852280380700125
静置的沙漏,Recommended,21.6,"
					真的好玩",0,10,0.7923120894863632
LoveTra1n,Recommended,34.5,"
					狗屎",0,8,0.644901724989661
cc惊秋,Not Recommended,4.3,"
					打开游戏黑屏无法游玩，一直无法解决。玩不了",0,27,0.2377663896227249
四号角城的拉维克斯,Not Recommended,49.1,"
					游戏本身质量尚可，逆风涨价回来给你个差评。",0,27,0.15568111652598693
Damagecl,Recommended,39.8,"
					快20年哈迷了，必入",0,16,0.7837917512737724
MagicianFors,Recommended,74.8,"
					除了过于政治正确和垃圾优化，原著粉还是玩的很乐的",1,30,0.9779609342530977
DevilSickle,Recommended,57.1,"
					基于原著小说和改编电影的游戏，是一个非常不错的新型开发世界类型作品，除了npc看起来比较傻意外，其他内容都非常不错！",0,64,0.9999998452136707
幸福的人儿,Recommended,30.9,"
					挺好玩的但笔记本总是闪退，i9+4060客服看到麻烦联系我下",0,36,0.022288214736239986
轨道布丁SAGAN,Not Recommended,18.0,"
					要啥没啥 有点浪费时间了 优化太差劲 这个价格的四分之一值这款游戏吧，非常不推荐，即使是粉丝也不要浪费自己的钱了游戏性几乎为0可能不玩游戏的人会觉得这个游戏好玩",0,86,0.13406286199875828
谁改我名死全家,Recommended,103.8,"
					喜欢",0,8,0.6994590939824207
Prlock,Recommended,62.2,"
					看过哈利波特的和喜欢魔法世界的肯定喜欢，城堡的设计和各种魔法的事物很新颖和有趣且表现出来的效果很好，剧情没啥亮点，外面的开放世界肯定是学的育碧，可以弄的少点小点这样小而美没必要做那么多重复内容。主做剧情简单逛逛体验很好，之前看到很多云玩家评论直接一个答辩真是害人不浅。",0,140,0.9999999999999969
970184820,Recommended,97.6,"
					总体来说支线好玩，主线合格，经常在村子里走着走着就不想回去了。不能理解菲戈教授是咋挂的，力竭而亡？？再就是塞巴斯蒂安的线走得真的很心痛，虽然理解这人要能教黑魔法一定得有黑一点的剧情，但是很想真的和这个说话很有意思的人成为特别好的朋友，而不是看他辜负所有人。 
",0,136,0.9999995539174074
xqsssss,Recommended,139.0,"
					几乎全部还原，太喜欢了，圆了我的魔法世界梦……就是很多支线特意跑图去做会有点无聊，可以一边做主线一边随缘做支线",0,61,0.9980851246210565
我没有名字,Not Recommended,16.8,"
					为什么每次退出都要重新开始啊",0,20,0.6510075402333972
Andy,Recommended,24.2,"
					好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好",0,36,0.9345050048232986
1246577764,Not Recommended,14.6,"
					切换场景加载速度慢，线性任务流程经常卡住，对着攻略都过不去，体验非常差",0,41,0.46482304434968946
SDQ,Not Recommended,25.6,"
					优化真是依托答辩 : ）",0,18,0.8710425592595749
Ted Mosby,Not Recommended,5.9,"
					优化很差",0,10,0.3127469472192306
MF 朱小弟ZXD,Recommended,20.4,"
					喜欢",0,8,0.6994590939824207
OnionKnignt,Recommended,34.6,"
					好",0,7,0.6558628208940429
浪里小白虾,Recommended,111.6,"
					挺好玩",0,9,0.8981115869349221
仙狐ちゃん,Recommended,42.8,"
					玩了这个游戏，格林德沃都得叫我大哥，伏地魔都要身上纹我。",0,34,0.9997410514379348
Raywhiteunk,Not Recommended,27.0,"
					那个洞穴是怎么回事儿？专门恶心人的啊，掉下去之后动都动不了，连退出都没法退出，大半夜玩到这儿给我气坏了。",0,58,2.3025037795942893e-05
时代少年范德彪,Recommended,29.5,"
					真的好，我圆梦来了",0,15,0.5343101718424483
2417374761,Recommended,15.4,"
					第一次找到了喜欢玩的3A，相信会是我第一个玩完下去的游戏",0,34,0.9743404499715644
啊呜辣一味,Recommended,75.4,"
					霍格沃兹太危险了，我上学一年不到，手上就已经有几百条人命了，还都是黑社会的。 
",0,46,0.8896931762267838
ytc.A,Recommended,29.2,"
					游戏是真的好游戏，特别喜欢塞巴斯蒂安的线，但是注定悲情的结局，他躺在地上漂移真的悲伤不起来有没有！！所以能不能修一下bug!!",0,69,0.9999926484483359
心存,Recommended,89.4,"
					撸完所有猫，获得撸猫套装",0,18,0.9767835308569521
你滴恶霸,Recommended,75.9,"
					6/10+3分情怀+2分精美建模和风景+1给游戏优化（城堡霍格莫尼50FPS，洞穴密室100+FPS）交互（站桩对话，npc毫无互动，寝室不能睡，全图野外地上躺，寝室没室友，不能坐和吃饭，宿舍毫无归属感）系统（战斗系统马马虎虎，无恋爱系统，无伙伴系统，无魁地奇比赛，四大院没有额外独立故事线，密室解密单调且高度重复，对话选择无关紧要）剧情（没有深度和厚度，故事并不精彩和出众，人物形象刻画孱弱，唯一可圈可点的就只有蛇院支线，反派boss毫无人格魅力，与伏地魔相差甚远，原本以为菲戈教授也许是个反派而校长是个正派人物来个终极大反转，是我想太多）动画（除打斗姿势畅快，人物肢体表达生硬，不自然，在站桩对话中尤其明显。法术光效较为老土，黄蓝红几色像是UE5商城里的免费素材，boss战动画过于塑料）BUG（太多不列举，一个恶性bug卡关无法继续要自己打修复mod，其他bug诸如音频丢失影响体验，较为严重的为视觉bug，雾气，室内偶尔闪烁乱晃的光影）补充：过多政治正确要素，19世纪英国乡下老林，韩国人日本人中国人黑人齐聚一堂，强行塞入女面男声等lgbt元素令人极度不适，一眼盯真，鉴定为妥妥的NT。总评：虎头蛇尾，乏善可陈，风景独特，粉丝盛宴",1,525,0.9999999999999956
鹤乔,Recommended,18.3,"
					非常的好玩",0,11,0.7894736842105263
佑丿尔,Recommended,40.6,"
					学完啃大瓜之后索然无味，满地图的支线根本不想做",0,29,0.9255576721418973
Finally,Not Recommended,9.5,"
					游戏好游戏，但是不好玩",0,17,0.9459320768913039
HalCyon,Recommended,46.2,"
					梅林的试炼就是纯畜生",0,16,0.8634480108621768
艺术家Jay,Recommended,3.6,"
					好玩是好玩，但是感觉跟育碧罐头一样，打开地图直接电子ED了，但是总体还是很棒的这款游戏",0,49,0.9999234055374729
zack,Not Recommended,42.1,"
					無聊死，除了環境還原一無是處",0,20,0.07226086061052672
ghost_skadi,Recommended,85.3,"
					非常好玩，推荐大家多做支线任务多探索，太有趣辣！",0,30,0.9960190502379576
J599,Recommended,39.5,"
					好玩",0,8,0.7894736842105263
Acerola,Recommended,38.5,"
					没看过哈利波特，但游戏本身可圈可点。参加学院杯的等级感觉有点高，打完主线和支线任务后还有2-3级不知道该干些什么。",0,63,0.9876951086244041
涛,Recommended,52.9,"
					非常好玩   地图非常大",0,18,0.8923701408001091
861731200,Recommended,24.1,"
					好玩 好玩 
",0,13,0.9267960476288862
西風カルテット,Recommended,52.0,"
					这游戏晕3d也太严重了吧，霍格沃兹的螺旋楼梯要我的命",0,32,0.5044063451454364
再多看一眼就会爆炸,Recommended,40.7,"
					我都拯救世界了为什么还要参加期末考试？",0,25,0.998909427003074
微信支付,Recommended,66.7,"
					作为哈利波特影迷，除了没有魁地奇大赛以外，满足了我对霍格沃茨魔法世界的所有幻想，为什么非得要当哈利波特，明明每个人都可以当巫师",0,69,0.9999999977243343
她说二战炸黑的,Recommended,48.7,"
					还原度挺高，剧情有点弱智，主线21级结束剧情，傻逼学院杯24级解锁，一直做梅林挑战，纯纯罐头，刚玩香的不行，中期梗塞难咽，后期如同吃屎，就这还涨价了，nb",0,83,0.9782445628146335
z1w,Recommended,102.8,"
					不好玩操我",0,11,0.8027465139806135
+,Not Recommended,3.6,"
					闪退太多",0,10,0.06502839009584382
藕粉=藕粉,Recommended,10.2,"
					好玩的",0,9,0.7894736842105263
Iyanlos,Recommended,35.3,"
					好玩",0,8,0.7894736842105263
小肚仔饿惹,Recommended,61.8,"
					首发280预购的豪华版的冤种，没想到现在还涨价了，61小时通关，游戏本身还是很好玩的，没有辜负我预购的期望，可能也是我是哈利波特的粉丝，缺点就是霍格沃茨里面优化还是有点差，然后梅林的试验真的很无聊，有的解谜重复度高，npc交互差，虽然有宿舍却没有住宿的感觉，要是往同学之间的友情上做点剧情就好了，就像p5那样，总的来说价格还是偏高，抛去情怀这个价格我会买大表哥或者战神4，虽然我都有了，对于哈利波特的粉丝来说无脑买就对了。",0,217,0.9999999981124885
悲伤的芋泥麻薯,Recommended,16.2,"
					比国内某八字游戏强太多了",0,18,0.9271377128575664
别再追我啦,Recommended,30.5,"
					还原",0,8,0.5609756097560978
Chiaki,Recommended,55.7,"
					正式发售前一天预购的到现在没通关（）不过霍格沃茨真的太棒了🥺值回票价",0,40,0.9620069065742497
HeART,Recommended,11.3,"
					如果你喜欢JK罗琳在《哈利波特》系列中所构建的魔法世界，并且是忠实的书迷与影迷，你也想要和主人公们一样进入到霍格沃茨，被分院帽分配到自己心仪的学院学习魔法，拥有自己的魔杖和伙伴，开启一段属于自己的冒险。那么买它没错，它会给你带来一段沉浸式的体验。如果你只是喜欢《哈利波特》中的主角们，喜欢他们的故事，那么这款游戏可能适合你，也可能不适合。因为它和书中的人物没有什么太大的关系。如果你是路人，或者没有那么喜欢这个系列。快跑！看都别看一眼，从游戏的角度根本就是一个答辩罐头。有时间玩这种东西，还是找点别的自己喜欢的事情做做吧！",0,267,1.0
烧饭会起火,Recommended,84.7,"
					太好玩了www",0,13,0.5964502622115033
原味JO夫斯基,Recommended,75.3,"
					别玩 快跑",0,11,0.8268882602575047
baldbluehead,Not Recommended,59.4,"
					适合16岁以下游玩",0,15,0.47260538904638305
old six,Recommended,31.5,"
					求求你更新一下吧，别死了啊",0,19,0.052533280359362555
胡来的左手,Recommended,18.1,"
					非常不错哦",0,11,0.8612132352941176
超绝美少女战士,Not Recommended,8.4,"
					刚出没多久打折，然后又涨价？？？我嘞个去",0,26,0.009835140656154984
reiayanami_love,Recommended,106.0,"
					非常好的，可玩性和游戏时长都很好",0,22,0.9320421558374333
CiCi,Recommended,127.0,"
					哈迷的福音",0,11,0.9497646317362007
孑,Recommended,83.9,"
					爱上seb omi garreth是我的宿命 byd华纳不出dlc还涨价场景建筑倒是还原 彩蛋也挺多 互动少得离谱 宿舍连室友都没有 床睡不了  椅子坐不了 逛城堡的时候和npc也没什么交集 只能听他们交流 偶尔a他们两下 真就被孤立的五年级新生是吧",0,131,0.9962457279008825
片翼の瞬,Not Recommended,64.1,"
					这游戏是怎么做到特别好评的？除了场景还原一无是处，稀碎的优化，重复的解密，一言难尽的剧情。。。",0,53,0.907690459861292
牧,Recommended,46.1,"
					我觉得这个还是值得一玩的",0,18,0.7693892398289793
姑苏,Not Recommended,128.9,"
					说真的 就是个罐头 而且是个优化相当差劲的罐头 场景设计确实优异 魔法学院的还原度真的很不错 但是这并不能够让我给这个游戏好评 校内校外的帧数差距可谓是巨大 极其吃内存 支线任务繁琐而重复（点名批评那个梅林的试炼）一开始官方还做做样子更新一下 修复一下bug 但是从6月份以来就再也没有更新或者修复过 直到9月份有了新动态 结果是宣传魁地奇新游戏 要不要这么恶心？嗯？",1,190,0.9820258897608289
marchen,Recommended,10.1,"
					好是好……就是太龙傲天了？",0,19,0.9032845477543182
缨歌,Recommended,50.9,"
					50小时一周目！除了两三个到处找东西的任务以外全支线都做完了  收集没做  很好的游戏体验 当然本身也是HP粉丝（赫敏粉） 最喜欢神奇动物线和黑魔法线  主线剧情也还可以  其他支线任务就一般了   最好玩的任务是复方汤剂假扮校长那个任务哈哈哈   服装什么的只有个别好看的  神奇动物种类少了点  人设不错（主角的人设也很好 不工具人 女主声音好温柔好好听 最后让塞巴斯蒂安蹲大牢了对不起哈哈）总之对于粉丝来说是个很好吃的罐头 每一次施咒都念咒好评！格兰芬多yyds！",0,241,0.9999999999999314
逃生的动力咸鱼,Recommended,28.7,"
					这个游戏个人感觉是非常好玩的，感觉也没有网上说的那么纯粉丝向，只要你喜欢魔法世界，我感觉这游戏打折花200多快买来体验一下还是非常好的，唯一比较遗憾的可能就是主线剧情流程比较短，估计就20几个小时的流程，但是如果完全没看过哈利波特的话，还是建议等到100左右再来买体验会比较好点的，毕竟这游戏就类似于漫威蜘蛛侠，只是一个对我个人你来说相对于育碧的神话三部曲很有意思的罐头，或者说让人很难感受到这是一个罐头感觉的吧",0,212,0.999999999986741
yznk997,Not Recommended,32.8,"
					主线打完就没玩了 支线很重复没有意思",0,24,0.8574769065417139
Xie der,Recommended,38.6,"
					通关于2023.10.05，感谢Hogwarts给了我充实的十一假期。""Avada Kedavra""",0,56,0.7220635183099409
团长！就是他打的我,Recommended,39.5,"
					伏地魔：我得知您没有孩子，如果不嫌弃的话，我想给您养老",0,33,0.9825989233431724
CHUTUNG,Not Recommended,4.9,"
					闪退闪退 电脑配置很高了 还是闪退！查了一下是普遍问题 体验感太差了",0,40,0.004484192289387123
YasirLii,Recommended,27.3,"
					非常好的床，不能躺下睡觉，爱来自公共休息室。",0,28,0.32181653398379095
荣中向一郎,Recommended,31.7,"
					很多地形还有敌人做的太重复，战斗系统比较简单，剧情又臭又长，整体偏向平庸，但量大最近不知道为什么涨价了，我是298买的，打了30几小时就有些玩不动了，不看哈利波特的还是别买这个了，太平淡了，你买英灵殿比这个强。",0,111,0.9842232976439258
天宁,Recommended,50.8,"
					好玩",0,8,0.7894736842105263
no0b(Timelost),Not Recommended,33.0,"
					说实话，真的不好玩，除了还原了影视中的场景以外其他都可以说是很一般，战斗方面更是一坨，基本是那里亮了点哪里。",0,60,0.3869234553768217
Ma Dashuai,Recommended,13.2,"
					mod 打上又是新游戏　开心",0,20,0.9009161288611051
Allen,Recommended,11.5,"
					画面制作精美，值得一玩 
",0,19,0.9789957601515833
𝐦𝐞𝐧𝐠_𝟖𝟕𝟕,Recommended,95.2,"
					英雄联盟，非常好游戏，爱来自瓷器",0,22,0.9998975218817467
疯狗,Recommended,41.1,"
					见人就用阿瓦达索命，伏地魔都是听着我的传奇故事长大的！",0,33,0.9999412811028057
jrgeng2016,Recommended,46.9,"
					我，一个5年级的新生，会的魔法比退休的老奥罗都多的多。。。就很好奇他当年是怎么靠那两个魔咒逮到的人？？？？噢，好吧，原来大多数恶棍只会一个魔咒。。。。讲真这游戏的场景做的真是绝美，但游戏性和手感就挺一般的，育碧式开放世界加上差强人意有点无聊的剧情，更多的像是在一个魔法世界旅游模拟器里，让你沿着一个线路给你一些事做在这个过程中探索各个场景，中间有点怪打，慢慢学习一些技能，回顾曾经梦想的魔法岁月。对于大多数开放世界老玩家来说，基本是一个对小时哈利波特魔法世界的圆梦之旅，而不是游戏之旅。游戏似乎也知道这点所以没出什么DLC, 其实如果编剧给足版权放开，做一些以类似奥罗为主角的dlc 或者续作也是极好的，毕竟现在世界已经建立起来了。不过还是那个问题，为什么退休精英奥罗逮人只会用两个魔咒？？",0,351,1.0
柒陌辰,Recommended,77.1,"
					好玩",0,8,0.7894736842105263
Wendy,Recommended,159.4,"
					谁的童年还没有个想去霍格沃茨上学的梦想呢？这款游戏带给了我最真实的主角式霍格沃茨校园生活，教授贴心，同学可爱，学到魔法的心情让我感到无与伦比的快乐，里面有数不清的彩蛋和场景，这是只有懂HP的读者和观众才能感觉到的欢心与喜悦，看着魔法在魔杖的尖端闪烁跳动着，本HP粉丝是心满意足，至于很多人吐槽说解密收藏太多了，那我觉得跟隔壁哥谭市的谜语人比还是差的太远了，收集就看个人，想收就收了，（本獾院已全收集哈哈哈，包括隔壁的哥谭呜呜呜谜语人滚出哥谭！！！）  对于我来说唯一美中不足的只有大战过后的空虚感和教授的离去，我通关了只感觉意犹未尽，为什么这么快我的校园生活就结束了，为什么我这么强却拯救不了重要的人，我还想继续和好闺蜜好朋友一起冒险，我不想离开霍格沃茨。  我赢得了学院杯，获得了同学朋友们的欢声笑语，但好像有什么东西离我远去了，我的梦想留在了霍格沃茨，期待下一次与你相遇。",0,394,1.0
卧听灯前雨,Not Recommended,40.2,"
					不知道为啥现在游戏进不去了",0,19,0.010790894961995812
马保国,Recommended,36.5,"
					对于不是哈迷的我来说，只能说很一般",0,23,0.5367413384673451
唐完了就是宋,Recommended,39.6,"
					屎味的水果罐头",0,13,0.6642797064835336
3120610338,Recommended,29.5,"
					最好的哈利波特游戏",0,15,0.9989134093407779
Raphael,Recommended,80.6,"
					作为一款罐头游戏已经合格了，但是游戏的优化确实有待提高，如果是hp系列的粉丝并且足够喜欢这个ip那么这个游戏还是值得一玩",0,66,0.999945272363416
猛踹瘸子那条好腿,Not Recommended,4.7,"
					答辩",0,8,0.5
g15550305610,Recommended,17.6,"
					哈迷必备",0,10,0.8020330678228421
iAmZz,Recommended,256.8,"
					我是预购哦，涨价与我无关哦。我是拉文克劳哦，40小时差不多可以打完故事线，拉文克劳毕业长袍已得。唯一的缺点就是我的同伴是个Emmmm.懂得都懂，差不多跟消光2女主那样。要是同伴都跟草药学老师一样就完美了哦。⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",0,386,0.971865010603959
Adam,Not Recommended,14.7,"
					i9-13900hx407032GB内存系统默认画质玩20分钟左右闪退一次，我测你🐎",0,48,0.032177798250057954
HCX-UFO,Recommended,72.7,"
					很有意思的奇幻魔法世界之旅~内容还是挺多的，解谜、养宠物、炼金、种菜。。。解谜茫茫多，但比较重复，玩多了有点累，当然还有战斗和潜行，节奏挺好，打的还算过瘾。没有魁地奇是有点小遗憾，还有不能撸猫头鹰！这真是太遗憾了，小猫茫茫多随便撸，然而猫头鹰不让养也不让撸！扫帚坐骑都搞了而且还能飞，你不让我养猫头鹰！是不是有点不地道了！哈哈~不是哈迷但玩起来很有感觉，就是每次打开都要加载着色器有点蛋疼，好在第一次之后就挺快的了。",0,214,0.999999999998805
GeoglePlay,Recommended,2.4,"
					学院针不辍啊，下一部继续拓展内容吧",0,23,0.8471534469206402
MainwhiteLuk,Recommended,59.4,"
					疯狂闪退",0,10,0.150339964374119
BoomBoom Chen,Not Recommended,72.8,"
					万万想不到快到最后全收藏成就的时候开箱子出bug，而且之后怎么读档还是存在这个bug，发售半年了还没修复好也是醉了",0,63,0.9525108129181012
OTT,Recommended,36.5,"
					还行，流程太短",0,13,0.6656858874816071
EasleySilver,Recommended,69.9,"
					可惜太短了",0,11,0.2840719565146721
Mr.L :),Not Recommended,12.3,"
					我的评价是4060不配玩",0,18,0.36863370353574043
大西亚玖璃,Not Recommended,15.3,"
					卡必经主线任务bug过不了，什么时候想起来重新玩而且bug修了再说",0,39,0.21672864369592615
快乐时光,Not Recommended,31.9,"
					2024.8.21 史，掉帧严重2024.6.13 不能休息的椅子，不能睡觉的宿舍，不能吃饭的食堂，不能谈恋爱的魔法世界，不如原神，设计师我草死你妈2024.6.10 WB，你真牛逼啊，游戏都没人玩，才想起来要优化了，然而依旧是史。另外，无语，人物建模丑死了2024.2.27 画质确实顶级，优化也越来越好，至少不用眨眼补帧了，哈哈2023.12.27 心目中的年度最佳，想起第一次进入主堡，画质相当震撼。但游戏优化真无语了，依托答辩，严重怀疑这游戏是为了卖显卡的2023.10.1 涨价了？真勾巴快乐！2023.10.22 游戏是好游戏，但优化是真的垃 
",0,285,0.9999999963133623
紫灵,Not Recommended,36.9,"
					没有4090不配玩这个游戏，太高贵了",0,24,0.5940152365938455
乐扣,Recommended,22.4,"
					我服了存档全没了。。。。但还是个好游戏",0,25,0.47910342713230025
PlusOneSecond,Recommended,23.0,"
					涨价之前赶在大促打折入手，作为HP原著党，游戏基本符合我对HP世界的想象，也有很多有意思的细节；玩法略显单一，没有做支线的欲望了。",0,71,0.9999819324076287
NaNa,Not Recommended,3.5,"
					我开光追开dlss3你闪退，不开dlss3你闪退，不开光追开dlss3你闪退，每回闪退回来还要重新弄一遍着色器，我排除是我硬件和驱动的问题了，现在皮球到你脚下了",0,86,3.101889856083062e-09
叶叶总馋,Not Recommended,5.3,"
					不好玩，玩不下去 感觉剧情很罗嗦",0,22,0.7430170023023496
又菜又爱玩,Recommended,62.6,"
					如果你是哈迷那我推荐它，如果你不是，那它还不如答辩",0,31,0.5861502509855703
骑着蜗牛闯世界,Recommended,45.3,"
					魔法连招打怪感觉很棒，上手难度不高。优化有待提高，个别小bug有待修复。手柄玩自定义魔法槽只有4个，根本不够用，需要频繁更换魔法，",0,71,0.9998502303933319
zengzhaoyue19,Recommended,7.7,"
					合格的罐头游戏，打发时间的不错选择。场景很酷，让非哈粉也能感受到魔法世界的魅力。",0,46,0.9999955595552493
lai001lai007,Recommended,54.5,"
					魔法世界还原得很好，就是优化不太行，满地图的兴趣点千篇一律。",0,36,0.9871872836599269
乖，射里面,Not Recommended,49.9,"
					经常爆内存。闪退，优化就是一条答辩",0,23,0.02305843823511755
Master of Saltfish,Not Recommended,52.2,"
					简陋的开放世界，糟糕的优化，并不推荐这游戏，除非你是个忠实的哈迷",0,38,0.9500326180082554
dont call me wag,Recommended,60.4,"
					好评给到还原原作。游戏比较粗糙（居然连楼梯都翻越不了？！）bug也蛮多的。",0,43,0.4740371856414768
琐铭是井上泷奈的狗,Recommended,57.0,"
					对于我这个哈迷来说已经无敌好玩了",0,22,0.9949310944759922
我负帧≠我不利,Recommended,60.0,"
 并不是罐头更像是简化版的开放世界制作组野心很大但是因为工期和轻度粉丝向等原因，最后阉割了非常多的内容。设计了几十种魔杖手柄但是仅有外观选项，每个伙伴都设计了很多的台词语音但是没有伙伴系统（打伙伴mod后会有非常多的对话），设计了不同支线对话但是没有后续分支结局，设计了很多有趣探索的地图但是游戏装备数值过于简单而完全没有探索欲望，设计了善恶值、好感度甚至恋爱系统但是全部阉割了（实时动画每次涉及到下半身动作的时候不是切片就是遮挡，但是用mod人物是可以坐姿和躺下的，让我觉得可能是阉割系统的时候直接删除了部分下半身的骨架所以干脆全部挡住）。总之是一款妥协向的优质游戏，对游戏玩家群体可能没有那么有吸引力，但是对轻度玩家和粉丝而言绝对佳作（我舅舅60岁不玩游戏的人把这游戏打通了）。如果把阉割的部分再后续或者续作加上我愿称之为神作。 聊聊游戏里用心的设计有很多桥段让我有当年在ps2上玩巫师2的影子1.酒吧老板送信任务之前酒馆边上有个偷毒触手的任务，做完送信回来老板会说：隔壁被爆窃了，我就姑且相信不是你干的吧。同时，送信任务的两个教授一个夫人都有酒吧老板当年上学时故事的相应新增对话。2.金飞贼任务过后回城堡有演出。3个学生在谈论能不能变形咒变出来金飞贼，结果变出来金飞贼立刻飞走，飞行老师一个飞来咒抓住了金飞贼然后教育了学生要牢牢抓住金飞贼。然而金飞贼这个任务是出生在盗猎者家族的帕比为了保护动物离家出走的任务，盗猎者保护动物，而大众却只想把金飞贼抓在手中。3.游戏中后期可以从一个小副本去右下角一个新区域，出来第一眼就能看到一个需要攻略的堡垒，打完堡垒里的人发现桌子上有张藏宝图，可以触发一个寻宝支线。同时学校里也有升级扫把坐骑的支线和其他支线，全部都在同一个大区域做寻宝任务的途中可以逐个完成。其中寻宝任务倒数第二阶段还可以在路过的村子接一个在迷宫找宠物嗅嗅的任务，两个任务可以一起完成。最后寻宝需要弹一段哈利波特主题曲做的是真的用心且有意思。这里如果选择吧宠物嗅嗅自己留下的话商人会不和你做生意，但是这个村子附近有很多任务要过来买卖。4.这游戏伙伴系统、好感和善恶值被阉割了，玩的时候有很多地方能感觉到做了这些系统但是最后又取消了。野外打大型偷猎者营地的时候，主角会不止一次提醒玩家“我不应该一个人来的”“我需要和其他人一起”，这里很明显应该是有伙伴系统的。随着保护动物的任务做下去敌人的对话也会有变化，“就是你偷了我们的狮鹫”“就是他放跑了我们的龙”，黑魔法用多了敌人也会互相提醒“小心那个学生会黑魔法”“就是这个小黑巫师”。很多支线也会出触发伙伴不同的对话。比如帮同学挂铃铛任务完成后，帕比会说铃铛震的她头疼，画像任务做完酒馆奥米尼斯会说画像呱噪，酒保会说希望画像适应他的新家。可惜这些系统全部为了妥协而删除了。5.最终做魔杖任务被阉割过，应该是收集四种素材做成终极魔杖，但是不知道是工期还是为了照顾轻度玩家直接阉割了。前面四个守护者要求收集素材，后面去找奥利凡德直接就说所有素材收集齐了非常违和。让我不得不怀疑这最后的素材可能会是一个长任务链，可能需要和伙伴探索世界，探索妖精的地下城、攻下灰蛇党的城堡、潜入盗猎者的竞技营地或探索神秘的地下墓穴获得珍贵的资源。只可惜这些制作者的精心设计可能永远玩家也体验不到了。 
",0,1367,1.0
YpsilonY,Recommended,35.9,"
					还行 你妈妈的这个b配置要求 我外星人笔记本卡爆了 内容不错 代入感很强 代餐圣地",0,47,0.9998753570223995
yyyyyy,Recommended,41.5,"
					好",0,7,0.6558628208940429
今麦郎,Recommended,62.9,"
					等等党血亏  280块入手的预购豪华版 特此记录 嘿嘿",0,33,0.5719815578995623
Bao,Recommended,44.8,"
					不怎么好玩",0,11,0.6572178689037373
2061501305,Recommended,106.1,"
					代入感很强，打八眼已经感觉要爬到身上了。BUG也不少，总体来讲值得一玩",0,41,0.9960707676103883
感觉有些拉扯,Recommended,83.3,"
					哈迷的梦",0,10,0.8543859778741276
anch1l.quq,Not Recommended,23.9,"
					哪有游戏每次都要加载着色器 史",0,21,0.8002152556824021
贺鲤,Recommended,34.5,"
					玩法不错",0,10,0.848177245702349
